雇工,可以依照本办法规定参加失业保险,失业保险,灵活就业人员和城镇个体工商户及其雇工，可以依照本办法的规定参加失业保险，履行缴费义务，失业后享受失业保险待遇。
管理费,按每办结一户2000元标准,2000,土地过户登记费、管理费按每办结一户2000元标准（其中，土地面积5万平方米以上的采取一事一议的办法），产权交易鉴证服务费按每办结一户2000元标准，由市产改办统一结算，从市财政安排的专项资金中列支。
关于贯彻七部委中介管理意见,进一步加强管理工作有关问题,房地产经纪机构,哈尔滨市住房保障和房产管理局关于贯彻七部委中介管理意见进一步加强房地产经纪机构管理工作有关问题的通知
贯彻科学发展观,是我市当前今后一个时期重大战略任务,当前,深入贯彻落实科学发展观，是我市当前和今后一个时期的重大战略任务，是建设“三个适宜”现代文明城市、促进全市经济社会又好又快发展必须长期坚持的重大指导方针和根本工作要求。
管委会,同有关部门研究全市流动人口协管员管理办法,全市流动人口协管员管理办法,市流管委会同有关部门研究制订全市流动人口和出租房屋协管员管理办法，实行统一招聘、统一培训、统一管理、统一持证上岗，由各区、县（市）负责具体组织实施。
广泛,为代表超越自我哈尔滨时代精神,哈尔滨,强化党员干部理想信念教育，广泛弘扬路桥精神、环卫精神、交警精神和公仆精神为代表的“超越自我、敢于担当”的哈尔滨时代精神，教育引导广大干部群众始终保持昂扬向上的精神风貌，以主人翁姿态投入到“实施新战略、实现新跨越”的实践中来。
广播电视部门,要做好中心村通电,工作,电力、电信和广播电视部门要做好中心村及自然屯的通电、通信、通有线电视工作；
广播电视部门,要做好中心村通电,通,电力、电信和广播电视部门要做好中心村及自然屯的通电、通信、通有线电视工作；
广播电视部门,要做好中心村通电,中心村,电力、电信和广播电视部门要做好中心村及自然屯的通电、通信、通有线电视工作；
光电信息产业,重点发展汽车电子,新,光电信息产业：重点发展汽车电子、新型电子元器件、智能控制设备、光电子、软件、
规范管理率,30%达到50%,50%,每年至少对高血压、2型糖尿病患者进行4次面对面的随访，2010年高血压患者和糖尿病患者登记管理率达到30%、规范管理率达到50%。
规定,按规定一并划,失业保险,失业人员跨统筹地区迁移的，失业保险关系及其应享受的失业保险待遇按规定一并划转，并由转迁的次月起，由迁入地失业保险经办机构负责发放和管理。
规模以上工业企业,达到1300户,1300,组织动员全市各级党政机关组成下基层帮企业保增长工作推进组，深入基层，全方位、多层面帮助全市规模以上工业企业协调解决生产经营中存在的困难和问题，全力推动工业加快发展保增长，实现规模以上工业企业达到1300户，增加值增长14%以上。
规定,但未按照及时足额缴纳工伤保险费,工伤保险,用人单位参加工伤保险，但未按照规定要求及时足额缴纳工伤保险费或未按照规定时限申报工伤、核定工伤保险待遇的，由用人单位支付在此期间工伤职工享受的工伤保险待遇，工伤保险基金不予支付。
规定,减免应缴纳工伤保险费,缴纳工伤保险费,劳动行政部门和工伤保险经办机构工作人员，应当认真履行职责，对失职、徇私舞弊或者违反规定减免、增加企业应缴纳的工伤保险费，减少或者增发工伤保险待遇的，由所在单位或者上级机关给予行政处分；
规定医疗服务项目,纳入支付范围,基本医疗保险,将符合规定的医疗服务项目纳入基本医疗保险支付范围；
归侨侨眷身份,认定审批相关政策法规,服务机构,因公出国任务审批、人员审查、归侨侨眷身份认定审批、国内旅行社许可证审批等相关政策法规、办事指南、服务机构、表格下载、便民问答。
规模以上工业增加值,增长14%以上,14%,规模以上工业增加值增长14%以上。
规模以上工业增加值,增长14%,14%,规模以上工业增加值增长14%，力争15%
国务院,2002年第369号令令2003年第17号令,2003年,国务院2002年第369号令国家发改委财政部国家环保总局国家经贸委第31号令黑财政部、国家环保总局2003年第17号令
国资委,2011均纳入政策范围,政策范围,凡符合国务院国资委国资分文件和黑国资联[2011]11号文件规定的从国有企业举办的职教幼教机构教育教学岗位退休的教师（含教育教学管理人员、以工代教人员），均纳入政策范围。
国务院,按照关于加快建立覆盖城乡居民社会保障体系总体要求将大学生纳入城镇居民基本医疗保险试点范围,城镇居民基本医疗保险,按照党中央、国务院关于加快建立覆盖城乡居民的社会保障体系和开展城镇居民基本医疗保险试点工作的总体要求，将大学生纳入城镇居民基本医疗保险试点范围，并继续做好日常医疗工作；
国家有关规定,按照国家有关规定执行,失业保险基金,失业保险基金的财务制度、会计制度按照国家和省有关规定执行。
国家相关规定,按国家相关规定执行,中,人员经费按定员定额的方式核定，核定工资水平要与当地事业单位工作人员平均工资水平相衔接，其中绩效工资按国家相关规定执行；
国家公务员,参与新农村建设激励机制,新农村,建立国家公务员参与新农村建设的激励机制和全社会共建新农村的推动机制，形成社会各方关心支持新农村建设、广大农民积极投身新农村建设的浓厚氛围。
国家,对参加新农合人员以下简称参合人员,新农合人员,国家和省对参加新农合人员（以下简称“参合人员”）资格有其他规定的，从其规定。
国资委,分别负责对技工学校退休教师进行审核,进行审核,市人社局、市国资委分别负责对技工学校、党校退休教师进行审核认定，并将审批结果反馈给企业或企业主管部门进行再公示无异议后，进入生活补贴核定程序。
国家普及型价格个人,付30%,30%,住院体内置换的人工器官的项目费用，按国家普及型价格个人自付30%后，按基本医疗保险待遇规定执行。
国土资源部门,负责按改制政策办理登记,办理改制企业无证房产登记,市房产住宅、国土资源部门负责按改制政策办理改制重组企业无证房产登记发证，对经法院判决执行的房产未经双方和解、落实职工安置措施前（市产改办未出具意见前）一律不予办理房产、土地变更手续；
国土资源部门,负责房屋审批,房屋审批,城乡规划、国土资源部门负责房屋、建筑物及附属设施的审批、管理；
国土资源部门,负责房屋审批,管理,城乡规划、国土资源部门负责房屋、建筑物及附属设施的审批、管理；
国资委,负责对党校进行审核,进行审核,市国资委负责对党校和举办党校、职教幼教机构的企业性质进行审核认定批准。
国资委,负责对党校进行审核,认定批准,市国资委负责对党校和举办党校、职教幼教机构的企业性质进行审核认定批准。
国土资源局,供排水集团,排水集团,市水务局、建委、发改委、财政局、城乡规划局、国土资源局、环保局、哈供排水集团
国务院,关于做好当前农民工工作通知精神积极应对国际金融危机对农民工就业不利影响,就业不利影响,为认真贯彻《国务院办公厅关于做好当前农民工工作的通知》精神，积极应对国际金融危机对农民工就业的不利影响，稳定就业形势，实现保增长、保民生、保稳定的目标，现就做好当前我市农民工工作提出如下意见：
国务院,关于大力推进大众创业万众创新若干政策措施意见关于组织小微企业创业创新基地城市示范通知财建精神结合我市实际,我市实际,为全力推进小微企业创业创新基地城市示范工作，大力促进小微企业健康发展，努力营造“大众创业、万众创新”的良好环境，根据《国务院关于大力推进大众创业万众创新若干政策措施的意见》和财政部、工业和信息化部、科技部、商务部和国家工商总局五部委《关于组织申报小微企业创业创新基地城市示范的通知》（财建〔2015〕114号）精神，结合我市实际，提出如下政策意见：
国家,关于农民工参加养老保险,养老保险,按照国家和省关于农民工参加养老保险有关规定和低费率、广覆盖、可转移的要求，积极开展调研，制定适合农民工就业特点的农民工参保办法。
国家,规定可直接由经办机构报销,工伤保险,对发生的符合国家规定工伤保险诊疗项目目录、药品目录、住院服务标准和辅助器具费用可直接由经办机构报销；
国有企业,截止到2010年12月31日自行设立批准已经停办,上级主管部门,截止到2010年12月31日，国有企业自行设立或其上级主管部门批准设立的已经停办、在办的幼儿园（不含托儿所）。
国有企业职教幼教退休教师基本养老金加企业统筹外项目,经核定低于办同类教育机构同类人员退休金标准,同类教育机构同类人员,经核定，国有企业职教幼教退休教师基本养老金加企业统筹外项目补助低于所在地政府办同类教育机构同类人员退休金标准的，其差额以加发退休教师生活补贴名义予以补齐（不包括医疗保险待遇及其他非货币补贴、隐性福利等）；
国务院,经核实按照规定予以严肃处理,予以处理,对经核实虚报冒领挤占挪用财政补贴资金的，按照国务院第427号令规定予以严肃处理。
国资委,具体负责办公室日常事务,办公室日常事务,市国资委具体负责办公室日常事务和综合协调工作；
国资委,具体负责办公室日常事务,综合协调工作,市国资委具体负责办公室日常事务和综合协调工作；
国务院,令令1994年第14号,1994年,国务院令1994年第150号、省政府令1994年第14号、黑、国土
国家重点项目,全部进入市政府行政服务中心大项目绿色通道,市政府行政服务中心,在项目规划选址、建设用地指标、环境评价、前期报审手续、公共配套设施等方面，加快审批周期，缩短流程，对已列入国家和省、市的重点项目全部进入市政府行政服务中心大项目绿色通道，保开工期、保建设、促投产。
国家,投资新农合,新农合,国家和省投资新农合的项目等，均移交至人社部门管理。
国有资产,退出95%以上,95%,二是国有资产退出95%以上，个别企业可保留少量的国有股份；
国家补助资金,研究资金各1000万元,1000万,示范期内，通过政府引导、市场化运作，每年安排“两创示范”国家补助资金、市应用技术研究与开发资金各1000万元，投入到市科技风险基金。
过渡期内经费,由市财政按比例负担承担60%,60%,过渡期内经费由市财政和原办学企业按比例负担，第一年企业承担60%，财政承担40%；
国家有关部门,由国家有关部门确定,分离企业名单,分离企业名单由国家有关部门确定。
国税主管部门,由区国税主管部门审批,区内下列负责征管企业所得税减免,区、县（市）内下列由国税主管部门负责征管的企业所得税的减免，由区、县（市）国税主管部门审批：
国土资源局,有关区政府,区政府,市发改委、建委、城市规划局、国土资源局、市群力新区开发办、哈开发区管委会，有关区政府
国资委,由市政府国资委核定,市属企业,市属企业由市政府国资委核定，各区、县（市）企业由当地政府确认。
国资委,由市政府国资委办理,以上涉及资产划事项,以上涉及资产划转事项，由市政府国资委、市财政局办理。
国家机关工作人员,在新农合管理工作中滥用职权,职权,国家机关工作人员在新农合管理、监督工作中滥用职权、玩忽职守、徇私舞弊的，对直接负责的主管人员和其他直接责任人员按照干部管理权限依法给予处分；
国内外游客,增长13%以上,13%,实现接待国内外游客增长13%以上，旅游总收入增长17%以上
国内外游客,增长19%以上,19%,全年接待国内外游客增长19%以上，旅游总收入增长20%以上
国税部门,征管50万元以下负责征管150万元以下,150万,区内企业（地税主管部门负责征管的50万元以下、国税主管部门负责征管的150万元以下）财产损失扣除（不含金融企业呆账），由区主管税务部门审批。
国家,整合城乡居民基本医疗保险制度,城乡居民基本医疗保险,按照国家和省整合城乡居民基本医疗保险制度的要求，加快建立统高效的城乡居民医保管理体系。
哈尔滨市,2008年深化改革,经济体制,哈尔滨市2008年深化经济体制改革的意见市发改委
哈尔滨市,2008年深化改革意见,经济体制意见,哈尔滨市人民政府办公厅关于转发哈尔滨市2008年深化经济体制改革的意见的通知哈政办综[2008]第68号各区、县（市）人民政府，市政府各委、办、局，各有关单位：
哈尔滨市,2010年深化改革,经济体制,哈尔滨市人民政府关于哈尔滨市2010年深化经济体制改革的意见哈政发[2010]第11号各区、县（市）人民政府，市政府各委、办、局：
哈尔滨市,2011年第四季度共收到报送规范性文件124件,124,2011年第四季度，哈尔滨市人民政府法制办公室共收到区、县（市）人民政府和市政府部门报送备案的规范性文件124件，其中予以备案登记的122件，退回的2件。
哈尔滨市,2011年深化改革,经济体制,哈尔滨市人民政府关于哈尔滨市2011年深化经济体制改革的意见哈政发[2011]第10号各区、县（市）人民政府，市政府各委、办、局：
哈尔滨市,2012年深化改革意见,经济体制意见,按照哈尔滨市政府2012年深化经济体制改革的意见，各行业主管部门形成具体改革方案，并认真组织实施，全力抓好推进落实。
哈尔滨市,2016年度实施方案,方案,哈尔滨市双城区人民政府关于印发哈尔滨市双城区2016年度夏秋季征兵工作实施方案的通知
哈尔滨市,2016年实行定价经营服务收费项目目录,政府定价经营服务收费项目目录,2016年哈尔滨市实行政府定价经营服务收费项目目录
哈尔滨,72小时过境免签政策,免签政策,完善哈尔滨太平国际机场72小时过境免签政策，提升面向俄罗斯、韩国出境游市场的综合性信息服务水平。
哈尔滨,72小时过境免签政策,免签政策,完善哈尔滨太平机场72小时过境免签政策，提升面向俄罗斯、韩国出境游市场的综合性信息服务水平。
哈南,按照5年内建设100平方公里,100,哈南工业新城按照5年内建设100平方公里，新增产值2000亿元以上的发展目标，今年确保50个项目开工建设、60个项目签约入驻，完成投资200亿元。
哈尔滨市,办大集体企业改革工作方案,集体企业,哈尔滨市人民政府关于印发哈尔滨市厂办大集体企业改革工作方案的通知
哈尔滨市,办大集体企业,集体企业,哈尔滨市人民政府办公厅关于印发哈尔滨市厂办大集体企业改革工作责任分解表的通知哈政办综[2008]第56号各区、县（市）人民政府，市政府各有关委、办、局，各有关单位：
哈尔滨市,办大集体企业改革工作责任分解表,集体企业,哈尔滨市厂办大集体企业改革工作责任分解表
哈尔滨市,办大集体企业,集体企业,经市政府同意，现将《哈尔滨市厂办大集体企业改革工作责任分解表》予以印发，请认真贯彻执行。
哈尔滨市,办大集体企业,集体企业,附件：《哈尔滨市厂办大集体企业改革工作责任分解表》
哈尔滨市,办大集体企业,集体企业,哈尔滨市人民政府关于印发哈尔滨市厂办大集体企业改革工作实施意见的通知
哈尔滨市,保障房产管理局关于供热计量试点收费有关事宜通知,房产管理局,哈尔滨市住房保障和房产管理局关于供热计量试点收费有关事宜的通知
哈尔滨,保障工作,工作,《中国哈尔滨》政府门户网站的内容保障工作要遵循以下基本原则：
哈尔滨,保障工作指导思想,工作指导思想,《中国哈尔滨》政府门户网站内容保障工作的指导思想和原则
哈尔滨市市,包括托幼机构儿童以下简称学生儿童,托幼机构,具有哈尔滨市市区城镇户籍的18周岁以下的学生儿童，包括托幼机构儿童和散居婴幼儿（不含出生28天以内的新生儿）、小学、初中、高中、中等专业学校、技工学校、中等职业技术学校、特殊学校就读的在籍学生（以下简称“学生儿童”）。
哈尔滨市市,包括托幼机构儿童以下简称学生儿童,幼儿,具有哈尔滨市市区城镇户籍的18周岁以下的学生儿童，包括托幼机构儿童和散居婴幼儿（不含出生28天以内的新生儿）、小学、初中、高中、中等专业学校、技工学校、中等职业技术学校、特殊学校就读的在籍学生（以下简称“学生儿童”）。
哈尔滨市,保增长,增长,哈尔滨市工业保增长促发展攻坚战工作实施意见
哈尔滨市,保增长,增长,哈尔滨市人民政府办公厅关于印发哈尔滨市工业保增长促发展攻坚战工作实施意见的通知哈政办综[2009]第42号各区、县（市）人民政府，市政府各有关委、办、局：
哈尔滨市,保增长,增长,经市政府同意，现将《哈尔滨市工业保增长促发展攻坚战工作实施意见》予以印发，请认真贯彻执行。
哈尔滨市,参加医疗救助审批表,医疗救助审批表,由监护人持户口、《哈尔滨市城镇居民最低生活保障证》、低保金领取存折复印件及参保少年儿童近期免冠照片2张到中国人寿保险股份有限公司哈尔滨分公司进行登记，填写《哈尔滨市城市低保家庭少年儿童参加医疗救助审批表》；
哈尔滨市,参加医疗保险暂行办法,医疗保险,企业招用农民工并签订1年以上劳动合同的，用工单位应按照《哈尔滨市进城务工人员参加医疗保险暂行办法》的规定，为其办理参加基本医疗保险手续。
哈尔滨市,参加住院医疗统筹认定表,住院医疗统筹认定表,《哈尔滨市困难企业参加住院医疗统筹审批认定表》；
哈长,城市群区域内跨省异地就医结算机制,省,建立和完善城镇职工、城乡居民社会保险参保缴费、关系转移、待遇核发、档案管理等跨地区转移接续机制，利用省异地就医医保结算平台，统筹考虑哈长城市群区域内跨省异地就医结算机制。
哈尔滨市行政监察人员,持证监察规则,监察规则,《哈尔滨市行政监察人员持证监察规则》
哈尔滨市,处理管理条例,管理条例,关于出台《哈尔滨市电子垃圾处理管理条例》的建议
哈尔滨市,创建国家电子商务示范城市,国家电子商务示范城市,编制并实施《哈尔滨市创建国家电子商务示范城市行动计划》。
哈尔滨市,存在隐患,隐患,哈尔滨市建筑物外保温墙体存在隐患
哈尔滨市,达到200年一遇,遇,加强大江大河治理，建成松花江治理工程，加强拉林河、蚂蜒河等主要支流及重点中小河流治理工程建设，推进病险水库水闸除险加固，提高防洪标准，哈尔滨市达到200年一遇。
哈东,带建设,建设,哈尔滨市人民政府关于支持哈东地区现代物流产业带建设的若干意见
哈尔滨市,带动作用,作用,加快推行政府和社会资本合作（PPP）模式，推动哈长城群实现基础设施互联互通、产业协调发展、生态文明共建、开放合作共赢、公共服务共享，切实发挥哈尔滨市在哈长城市群中核心带动作用，加快实现有重要影响力和竞争力、宜居宜业绿色城市群的建设目标。
哈尔滨市,带动作用,作用,强化哈尔滨市带动作用，提升辐射周边中小城市功能，强化大中小城市和小城镇产业协作协同，逐步形成横向错位发展、纵向分工协作的发展格局，促进城乡区域协调发展。
哈尔滨市,带动作用,作用,强化哈尔滨市的核心带动作用。
哈尔滨市,登记管理办法,管理办法,哈尔滨市事业单位登记管理办法
哈尔滨市,动员加快发展老年人社会福利机构意见实施细则 ,老年人社会福利机构,哈尔滨市动员社会力量加快发展老年人社会福利机构意见的实施细则 
哈尔滨市,动员加快发展老年人社会福利机构意见实施细则,老年人社会福利机构,哈尔滨市民政局、哈尔滨市财政局、哈尔滨市卫生局关于印发《哈尔滨市动员社会力量加快发展老年人社会福利机构意见的实施细则》的通知哈民政发[2009]第77号各区、县（市）有关委、办、局，各有关单位：
哈尔滨市,对外地来实行优惠,优惠,《哈尔滨市对外地来本市投资经营企事业实行优惠的规定》
哈尔滨市,发2001第96号2001年7月10日各参保单位,2001年,哈尔滨市劳动局关于征缴我市城镇职工基本医疗保险费有关事宜的通知哈劳社发[2001]第96号2001年7月10日各参保单位：
哈尔滨市,发2005第20号2005年12月16日各区,2005年,哈尔滨市人民政府办公厅关于做好《中国哈尔滨》政府门户网站内容保障工作的意见哈政办发[2005]第20号2005年12月16日各区、县（市）人民政府，市政府各委、办、局，各有关单位：
哈尔滨市,发2006第161号,2006,哈尔滨市市区低保家庭少年儿童医疗救助暂行办法哈劳社发[2006]第161号
哈尔滨市,发展贷款,贷款,哈尔滨市人民政府办公厅关于印发哈尔滨市产业发展贷款担保备付资金管理暂行办法的通知
哈尔滨市,发行放映规定,放映规定,《哈尔滨市电影发行放映管理规定》
哈长城市,发展规划,规划,经市政府同意，现将《哈尔滨市落实哈长城市群发展规划实施方案》予以印发，请认真贯彻执行。
哈尔滨市,发展2016-2020年规划,规划,哈尔滨市儿童发展规划（2016-2020年）
哈尔滨,发展规划,规划,编制哈尔滨旅游产业发展规划（市旅游局牵头）。
哈长城市,发展规划,规划,制定《哈尔滨市落实〈哈长城市群发展规划〉实施方案》，明确各单位任务及责任分工、进度安排等。
哈长城市,发展规划,规划,哈尔滨市落实哈长城市群发展规划实施方案
哈长城市,发展规划,规划,哈尔滨市人民政府办公厅关于印发哈尔滨市落实哈长城市群发展规划实施方案的通知
哈尔滨市,发展2016-2020年规划,规划,哈尔滨市妇女发展规划（2016-2020年）
哈长城市,发展规划,规划,为贯彻落实《哈长城市群发展规划》，推进重点工作任务落实，根据省、市政府要求，结合我市实际，特制定本方案。
哈长城市,发展规划,规划,《哈长城市群发展规划》重大项目、重大工程、重大政策任务清单
哈尔滨市,发2005第20号2005年12月16日各区,人民政府,哈尔滨市人民政府办公厅关于做好《中国哈尔滨》政府门户网站内容保障工作的意见哈政办发[2005]第20号2005年12月16日各区、县（市）人民政府，市政府各委、办、局，各有关单位：
哈尔滨市,发展商业饮食服务业管道燃气用户,商业饮食服务业管道燃气用户,《哈尔滨市发展商业饮食服务业管道燃气用户的规定》
哈尔滨市,发展社会化居家养老工作,社会化居家养老工作,关于哈尔滨市发展社会化居家养老工作的建议
哈尔滨市,发展十三五规划,十三五规划,经市政府同意，现将《哈尔滨市老龄事业发展“十三五”规划》予以印发，请认真贯彻执行。
哈尔滨市,发展十三五规划,十三五规划,哈尔滨市人民政府办公厅关于印发哈尔滨市老龄事业发展“十三五”规划的通知
哈尔滨市,发2005第20号2005年12月16日各区,市,哈尔滨市人民政府办公厅关于做好《中国哈尔滨》政府门户网站内容保障工作的意见哈政办发[2005]第20号2005年12月16日各区、县（市）人民政府，市政府各委、办、局，各有关单位：
哈尔滨市,发展十三五规划,十三五规划,哈尔滨市老龄事业发展“十三五”规划
哈尔滨市,发2005第20号2005年12月16日各区,县,哈尔滨市人民政府办公厅关于做好《中国哈尔滨》政府门户网站内容保障工作的意见哈政办发[2005]第20号2005年12月16日各区、县（市）人民政府，市政府各委、办、局，各有关单位：
哈尔滨市,发展乡镇企业,乡镇企业,《哈尔滨市发展乡镇企业的补充规定》
哈尔滨,发展总体目标,总体目标,高举中国特色社会主义伟大旗帜，全面贯彻党的十八大和十八届三中、四中、五中、六中全会精神，以马克思列宁主义、毛泽东思想、邓小平理论、“三个代表”重要思想和科学发展观为指导，深入贯彻习近平总书记系列重要讲话精神，以创新、协调、绿色、开放、共享发展理念为引导，以优先保护、平等发展、提升保障为主线，围绕哈尔滨经济社会发展总体目标，保障儿童生存、发展、受保护和参与的权利，提高儿童整体素质，促进儿童和儿童事业全面发展，推动儿童共享改革发展成果。
哈尔滨市,防范生产安全事故通知,重特大生产安全事故通知,关于印发哈尔滨市工贸行业领域防范和遏制重特大生产安全事故实施细则的通知
哈尔滨市,改革若干意见,若干意见,哈尔滨市人民政府办公厅印发关于支持哈尔滨市第一医院改革发展若干意见的通知
哈尔滨市,根据本决定作相应修改,修改,《哈尔滨市城镇个人建造住宅规划管理办法》等61件规章根据本决定作相应修改，重新公布。
哈尔滨市,关于做好接收安置工作通知,2010年,哈尔滨市人民政府关于做好2010年冬季退役士兵接收安置工作的通知
哈尔滨市,关于印发2010年哈尔滨市行政项目标准目录通知哈财综2010第218号2010年6月4日市直各部门,2010年,哈尔滨市财政局、哈尔滨市物价局关于印发2010年哈尔滨市行政事业性收费项目标准目录的通知哈财综[2010]第218号2010年6月4日市直各部门、各区、县（市）财政局、物价局：
哈尔滨市,关于发2010第4号各区人民政府,2010,哈尔滨市人民政府办公厅关于印发哈尔滨市第33届劳动模范和模范单位集体评选工作方案的通知哈政办发[2010]第4号各区、县（市）人民政府，市政府各委、办、局，中直、省属在哈单位：
哈尔滨市,关于印发2011年哈尔滨市行政项目标准目录通知,2011年,哈尔滨市财政局哈尔滨市物价监督管理局关于印发2011年哈尔滨市行政事业性收费项目标准目录的通知
哈尔滨市,关于做好接收安置工作通知,2011年,哈尔滨市人民政府关于做好2011年冬季退役士兵接收安置工作的通知
哈尔滨市,关于2011年第四季度区县人民政府通报,2011年,哈尔滨市人民政府法制办公室关于2011年第四季度区县（市）人民政府和市政府部门规范性文件报备情况的通报哈政法发[2012]第1号2012年1月4日各区、县（市）人民政府法制部门，市政府各委、办、局法制机构：
哈尔滨市,关于做好接收安置工作通知,2012年,哈尔滨市人民政府关于做好2012年冬季退役士兵接收安置工作的通知
哈尔滨市,关于做好接收安置工作通知,2013年,哈尔滨市人民政府关于做好2013年冬季退役士兵接收安置工作的通知
哈尔滨市,关于公布2016年第四季度区人民政府通知,2016年,哈尔滨市人民政府法制办公室关于公布2016年第四季度区、县（市）人民政府和市政府有关部门规范性文件备案目录的通知
哈尔滨市,关于对建国前老工人实行补充医疗保险通知哈劳社发第139号各区劳动局,3,哈尔滨市劳动局、哈尔滨市民政局、哈尔滨市财政局、哈尔滨市总工会关于对建国前老工人、市以上劳动模范实行补充医疗保险的通知哈劳社发[2001]第139号各区、县（市）劳动局，市直各委、办、局（集团、公司），中省直在哈单位：
哈尔滨市,关于印发开展清理自然生态资源工作方案通知,阿城区,哈尔滨市阿城区人民政府关于印发《阿城区开展林地、湿地清理保护自然生态资源工作方案》的通知
哈尔滨市,关于对市住房保障,保障,哈尔滨市人民政府关于对市住房保障和房产管理局《关于对〈哈尔滨市城市廉租住房保障办法〉立法解释的请示》的批复
哈尔滨市,关于表彰承办,表彰承办,政协哈尔滨市委员会关于表彰优秀政协委员、优秀提案、提案承办先进单位提案承办先进工作者和优秀信息的决定
哈尔滨市,关于拟征收双城镇承旭村相关区域土地预通告,承旭村,哈尔滨市双城区人民政府关于拟征收双城镇承旭村等相关区域土地的预通告
哈尔滨市,关于促进平稳意见,促进平稳意见,哈尔滨市人民政府关于促进哈尔滨市房地产市场平稳健康发展的意见
哈尔滨市,关于发布通告,发布通告,哈尔滨市环境保护局关于发布废油脂处理单位名录的通告
哈尔滨市,关于鼓励支持发展意见积极营造发展环境,非公有制经济发展环境,认真贯彻落实《中共哈尔滨市委哈尔滨市人民政府关于鼓励支持和引导个体私营等非公有制经济发展的意见》，积极营造非公有制经济发展环境，加快制定相关配套政策或实施细则，放宽和规范非公有制经济在市场准入、财政税收、信用担保和融资服务等方面政策措施；
哈尔滨市,关于进一步加强治非法改装车辆,非,哈尔滨市运输管理处关于进一步加强源头治超管理打击非法改装车辆的实施意见
哈尔滨市,关于转发哈尔滨市实行工伤保险基金市级统筹方案,工伤保险基金,哈尔滨市人民政府办公厅关于转发哈尔滨市实行工伤保险基金市级统筹实施方案的通知
哈尔滨市,贯彻工伤保险条例,工伤保险,哈尔滨市人民政府办公厅转发哈尔滨市劳动和社会保障局关于哈尔滨市贯彻《工伤保险条例》的实施意见的通知哈政办综[2004]例>的实施意见》转发给你们，请认真贯彻执行。
哈尔滨市,关于公布第一批保留市级行政审批中介服务事项决定,公布第一批保留市级行政审批中介服务事项决定,哈尔滨市人民政府关于公布第一批保留和取消市级行政审批中介服务事项的决定
哈尔滨市,贯彻工伤保险条例,工伤保险,哈尔滨市劳动和社会保障局关于哈尔滨市贯彻《工伤保险条例》的实施意见2004年5月28日
哈尔滨市,贯彻工伤保险条例,工伤保险,哈尔滨市人民政府办公厅转发市劳动和社会保障局关于哈尔滨市贯彻《工伤保险条例》的实施意见的通知
哈尔滨市,关于进一步规范全市煤炭市场秩序加强监督,工作,哈尔滨市人民政府办公厅关于进一步规范全市煤炭市场秩序加强监督管理工作的通知
哈尔滨市,关于就业保障金收缴工作,工作,哈尔滨市人民政府办公厅关于残疾人就业保障金收缴和管理工作的通知
哈尔滨市,关于公布第二批保留市级行政审批中介服务事项决定,公布第二批保留市级行政审批中介服务事项决定,哈尔滨市人民政府关于公布第二批保留和取消市级行政审批中介服务事项的决定
哈尔滨市,关于进一步规范全市煤炭市场秩序加强监督,管理,哈尔滨市人民政府办公厅关于进一步规范全市煤炭市场秩序加强监督管理工作的通知
哈尔滨市,关于贯彻文件精神进一步明确,贯彻文件精神,哈尔滨市人民政府关于贯彻落实文件精神进一步明确安全生产重点工作分工的实施意见
哈尔滨市,关于转发城市建设公司债券资金使用管理办法,管理办法,哈尔滨市人民政府办公厅关于转发城市建设公司债券资金使用管理办法的通知
哈尔滨市,关于加强城市生活无流浪乞讨人员救助管理,管理,哈尔滨市人民政府关于加强城市生活无着的流浪乞讨人员救助管理的通告
哈尔滨市,关于印发补充规定,规定,根据《关于实施农村医疗救助的意见》、《哈尔滨市城市居民最低生活保障人员医疗救助暂行规定》（哈、《关于加快推进农村医疗救助工作的通知》、《哈尔滨市城市居民最低生活保障人员医疗救助补充规定》（哈、《关于印发〈哈尔滨市农村医疗救助实施方案（试行）〉的通知》（哈农税改[2005]4号）、《哈尔滨市市区低保家庭少年儿童医疗救助暂行办法》（哈劳、《关于印发〈哈尔滨市农村医疗救助实施方案（试行）补充规定〉的通知》（哈税改、《关于提高市区城市低保人员基本医疗救助限额补贴标准及增加大病医疗救助病种的通知》（哈和《哈尔滨市城镇职工基本医疗保险暂行办法》等有关法规政策，资助城乡低保人员、农村五保户和城乡有关低收入困难群众等人员，分别参加城镇居民基本医疗保险和新型农村合作医疗。
哈尔滨市,关于印发实施意见通知,哈尔滨市,哈尔滨市人民政府关于印发哈尔滨市厂办大集体企业改革工作实施意见的通知
哈尔滨市,关于印发认定管理办法通知,哈尔滨市,哈尔滨市人民政府办公厅关于印发哈尔滨市低收入家庭认定管理办法的通知
哈尔滨市,关于进一步加强建设决定哈政发2008第17号各区人民政府,哈,哈尔滨市人民政府关于进一步加强城乡社会救助体系建设的决定哈政发[2008]第17号各区、县（市）人民政府，市政府各委、办、局：
哈尔滨市,关于印发办大集体企业改革工作责任分解表通知哈政办综2008第56号各区,哈尔滨市,哈尔滨市人民政府办公厅关于印发哈尔滨市厂办大集体企业改革工作责任分解表的通知哈政办综[2008]第56号各区、县（市）人民政府，市政府各有关委、办、局，各有关单位：
哈尔滨市,关于印发发展十三五规划通知,哈尔滨市,哈尔滨市人民政府办公厅关于印发哈尔滨市老龄事业发展“十三五”规划的通知
