Med_Name,Med_Kind,Med_Plc,Med_Remark

十一味参芪胶囊,内科用药 ,中国,备注：△

四君子颗粒,内科用药 ,中国,备注：△

安胃疡胶囊,内科用药 ,中国,备注：

健脾生血片,内科用药 ,中国,备注：

六君子丸,内科用药 ,中国,备注：△

启脾丸,内科用药 ,中国,备注：△

延参健胃胶囊,内科用药 ,中国,备注：△

养胃片,内科用药 ,中国,备注：△

健脾生血颗粒,内科用药 ,中国,备注：

八珍丸,内科用药 ,中国,备注：

养阴生血合剂,内科用药 ,中国,备注：限肿瘤放化疗患者且有白细胞减少的检验证据

地榆升白片,内科用药 ,中国,备注：

维血宁,内科用药 ,中国,备注：△

再造生血片,内科用药 ,中国,备注：

八珍片,内科用药 ,中国,备注：

八珍胶囊,内科用药 ,中国,备注：

当归调经颗粒,内科用药 ,中国,备注：

地榆升白胶囊,内科用药 ,中国,备注：

四物胶囊,内科用药 ,中国,备注：△

哮喘丸,内科用药 ,中国,备注：

固本咳喘颗粒,内科用药 ,中国,备注：△

咳喘宁颗粒,内科用药 ,中国,备注：

小儿消积止咳颗粒,内科用药 ,中国,备注：

安宫牛黄丸,内科用药 ,中国,备注：限高热、出血性脑中风引起的神昏抢救时使用

紫雪颗粒,内科用药 ,中国,备注：限高热、出血性脑中风引起的神昏抢救时使用

礞石滚痰丸,内科用药 ,中国,备注：

痫愈胶囊,内科用药 ,中国,备注：

金锁固精丸,内科用药 ,中国,备注：

参倍固肠胶囊,内科用药 ,中国,备注：

涩肠止泻散,内科用药 ,中国,备注：△

痛泻宁颗粒,内科用药 ,中国,备注：

小儿腹泻散,内科用药 ,中国,备注：

固肠止泻胶囊,内科用药 ,中国,备注：

缩泉丸,内科用药 ,中国,备注：

补中益气丸,内科用药 ,中国,备注：

参芪十一味片,内科用药 ,中国,备注：△

刺五加注射液,内科用药 ,中国,备注：

四君子丸,内科用药 ,中国,备注：△

刺五加胶囊,内科用药 ,中国,备注：△

四物颗粒,内科用药 ,中国,备注：△

益气维血胶囊,内科用药 ,中国,备注：△

再造生血胶囊,内科用药 ,中国,备注：

六味地黄丸,内科用药 ,中国,备注：

知柏地黄丸,内科用药 ,中国,备注：

补肾固齿丸,内科用药 ,中国,备注：△

大补阴丸,内科用药 ,中国,备注：

麦味地黄丸,内科用药 ,中国,备注：△

知柏地黄片,内科用药 ,中国,备注：△

左归丸,内科用药 ,中国,备注：△

麦味地黄片,内科用药 ,中国,备注：△

补肺活血胶囊,内科用药 ,中国,备注：

杞菊地黄丸,内科用药 ,中国,备注：

六味五灵片,内科用药 ,中国,备注：限有氨酶增高的慢性乙肝患者且经过中医辨证有符合说明书标明症候的

慢肝养阴片,内科用药 ,中国,备注：△

天麻醒脑胶囊,内科用药 ,中国,备注：△

阴虚胃痛片,内科用药 ,中国,备注：△

四神丸,内科用药 ,中国,备注：

四神片,内科用药 ,中国,备注：

桂附地黄胶囊,内科用药 ,中国,备注：△

安神补脑颗粒,内科用药 ,中国,备注：△

朱砂安神丸,内科用药 ,中国,备注：

槐角丸,内科用药 ,中国,备注：

三七片,内科用药 ,中国,备注：△

止血镇痛胶囊,内科用药 ,中国,备注：

三七胶囊,内科用药 ,中国,备注：△

独一味胶囊,内科用药 ,中国,备注：

裸花紫珠胶囊,内科用药 ,中国,备注：

十灰丸,内科用药 ,中国,备注：

麝香保心丸,内科用药 ,中国,备注：

通心络片,内科用药 ,中国,备注：

补心气口服液,内科用药 ,中国,备注：

复方地龙片,内科用药 ,中国,备注：

归芪活血胶囊,内科用药 ,中国,备注：△

脉络通,内科用药 ,中国,备注：△；限周围血管血栓性病变

脑脉泰胶囊,内科用药 ,中国,备注：

脑心通丸,内科用药 ,中国,备注：限中重度脑梗塞、冠心病心绞痛患者

肾衰宁片,内科用药 ,中国,备注：

心灵丸,内科用药 ,中国,备注：△

愈心痛胶囊,内科用药 ,中国,备注：

益脑胶囊,内科用药 ,中国,备注：△

参麦注射液,内科用药 ,中国,备注：限二级及以上医疗机构并有急救抢救临床证据或肿瘤放化疗证据的患者

生脉胶囊,内科用药 ,中国,备注：

生脉颗粒,内科用药 ,中国,备注：

天王补心丸,内科用药 ,中国,备注：

益心宁神片,内科用药 ,中国,备注：△

枣仁安神胶囊,内科用药 ,中国,备注：△

柏子养心片,内科用药 ,中国,备注：

柏子养心胶囊,内科用药 ,中国,备注：

安神补心片,内科用药 ,中国,备注：△

安神补心颗粒,内科用药 ,中国,备注：△

枣仁安神颗粒,内科用药 ,中国,备注：△

七叶神安片,内科用药 ,中国,备注：

参芪五味子胶囊,内科用药 ,中国,备注：△

养血安神片,内科用药 ,中国,备注：△

养血安神颗粒,内科用药 ,中国,备注：△

舒眠胶囊,内科用药 ,中国,备注：

安神补脑片,内科用药 ,中国,备注：△

补脑安神片,内科用药 ,中国,备注：

乌灵胶囊,内科用药 ,中国,备注：△

桂附地黄颗粒,内科用药 ,中国,备注：△

复方苁蓉益智胶囊,内科用药 ,中国,备注：

生血宝颗粒,内科用药 ,中国,备注：

养心定悸胶囊,内科用药 ,中国,备注：

强肝胶囊,内科用药 ,中国,备注：

养心定悸颗粒,内科用药 ,中国,备注：

补肾益脑丸,内科用药 ,中国,备注：△

补肾益脑胶囊,内科用药 ,中国,备注：△

玉泉丸,内科用药 ,中国,备注：

金芪降糖丸,内科用药 ,中国,备注：

芪冬颐心颗粒,内科用药 ,中国,备注：

生脉片(党参方),内科用药 ,中国,备注：△

十味玉泉片,内科用药 ,中国,备注：

天芪降糖胶囊,内科用药 ,中国,备注：

心通颗粒,内科用药 ,中国,备注：

虚汗停胶囊,内科用药 ,中国,备注：△

参芪降糖颗粒,内科用药 ,中国,备注：

金芪降糖片,内科用药 ,中国,备注：

金芪降糖胶囊,内科用药 ,中国,备注：

芪冬颐心口服液,内科用药 ,中国,备注：

冠心丹参颗粒,内科用药 ,中国,备注：

乐脉颗粒,内科用药 ,中国,备注：

脑得生颗粒,内科用药 ,中国,备注：

丹参益心胶囊,内科用药 ,中国,备注：

丹红注射液,内科用药 ,中国,备注：限二级及以上医疗机构并有明确的缺血性心脑血管疾病急性发作证据的重症患者

银丹心泰滴丸,内科用药 ,中国,备注：

丹参胶囊,内科用药 ,中国,备注：△

丹参滴丸,内科用药 ,中国,备注：△

丹七胶囊,内科用药 ,中国,备注：

双丹胶囊,内科用药 ,中国,备注：

双丹颗粒,内科用药 ,中国,备注：

通塞脉片,内科用药 ,中国,备注：

脉络宁口服液,内科用药 ,中国,备注：

丹鹿通督片,内科用药 ,中国,备注：

培元通脑胶囊,内科用药 ,中国,备注：

心可宁胶囊,内科用药 ,中国,备注：

正心泰胶囊,内科用药 ,中国,备注：

脉平片,内科用药 ,中国,备注：△

愈风宁心丸,内科用药 ,中国,备注：

注射用丹参多酚酸盐,内科用药 ,中国,备注：限二级及以上医疗机构并有明确冠心病、心绞痛诊断患者

血栓心脉宁胶囊,内科用药 ,中国,备注：

冠心静胶囊,内科用药 ,中国,备注：△

脑安滴丸,内科用药 ,中国,备注：

脑心通片,内科用药 ,中国,备注：限中重度脑梗塞、冠心病心绞痛患者

益心舒片,内科用药 ,中国,备注：

益心舒胶囊,内科用药 ,中国,备注：

香丹注射液,内科用药 ,中国,备注：限二级及以上医疗机构

血府逐瘀丸,内科用药 ,中国,备注：

盾叶冠心宁片,内科用药 ,中国,备注：

复方丹参喷雾剂,内科用药 ,中国,备注：△

冠心丹参片,内科用药 ,中国,备注：

黄杨宁片,内科用药 ,中国,备注：

乐脉丸,内科用药 ,中国,备注：

利脑心片,内科用药 ,中国,备注：

脑得生丸,内科用药 ,中国,备注：

薯蓣皂苷口服制剂,内科用药 ,中国,备注：◇

心可舒丸,内科用药 ,中国,备注：

银丹心脑通软胶囊,内科用药 ,中国,备注：

复方丹参滴丸,内科用药 ,中国,备注：

冠心丹参胶囊,内科用药 ,中国,备注：

冠心苏合胶囊,内科用药 ,中国,备注：

冠心苏合软胶囊,内科用药 ,中国,备注：

心血宁胶囊,内科用药 ,中国,备注：

愈风宁心胶囊,内科用药 ,中国,备注：

灯盏花素片,内科用药 ,中国,备注：

大川芎片,内科用药 ,中国,备注：

冠心宁注射液,内科用药 ,中国,备注：限二级及以上医疗机构

脑脉利颗粒,内科用药 ,中国,备注：

疏血通注射液,内科用药 ,中国,备注：限二级及以上医疗机构并有明确的缺血性脑血管疾病急性期患者

天丹通络片,内科用药 ,中国,备注：

利奈唑胺（利奈唑胺葡萄糖）,抗微生物药物 [注射剂],中国,备注：限万古霉素治疗无效或不可耐受的重症感染

依托咪酯,麻醉用药物 [注射剂],中国,备注：第236条：依托咪酯乳状注射液属于依托咪酯注射剂

亮丙瑞林微球,激素及调节内分泌功能药物 [注射剂],中国,备注：第300号：注射用醋酸亮丙瑞林缓释微球注射用亮丙瑞林微球是同一品种。

聚乙二醇干扰素α-2a[α-2b],调节免疫功能药物 [注射剂],中国,备注：限丙肝、慢性活动性乙肝，连续使用6个月无效时停药，连续使用不超过12个月

重组人白介素-11（重组人白介素-11（酵母））,调节免疫功能药物 [注射剂],中国,备注：限放化疗引起的血小板减少患者在三级医院治疗时使用

胸腺肽α1（胸腺法新）,调节免疫功能药物 [注射剂],中国,备注：限重症乙肝患者的住院治疗

胞磷胆碱（胞二磷胆碱）,神经系统用药物 [注射剂],中国,备注：

吡拉西坦（乙酰胺吡咯烷酮）,神经系统用药物 [口服常释剂型],中国,备注：

吡拉西坦（乙酰胺吡咯烷酮）,神经系统用药物 [注射剂],中国,备注：

透明质酸钠,专科特殊用药物 [注射剂],中国,备注：

复方甲硝唑（甲硝维参）,专科特殊用药物 [阴道泡腾片;栓剂],中国,备注：△

阿巴卡韦,抗微生物药物 [片剂;口服液],中国,备注：中国免费治疗艾滋病药品

依非韦伦,抗微生物药物 [片剂],中国,备注：中国免费治疗艾滋病药品

洛匹那韦+利托那韦,抗微生物药物 [片剂;口服液],中国,备注：中国免费治疗艾滋病药品

恩曲他滨,抗微生物药物 [胶囊;口服液],中国,备注：中国免费治疗艾滋病药品

替诺福韦/恩曲他滨,抗微生物药物 [片剂],中国,备注：中国免费治疗艾滋病药品

依曲韦林,抗微生物药物 [片剂],中国,备注：中国免费治疗艾滋病药品

阿扎那韦,抗微生物药物 [胶囊],中国,备注：中国免费治疗艾滋病药品

青蒿琥酯,抗寄生虫病药物 [片剂],中国,备注：抗疟药使用原则和用药方案

咯萘啶,抗寄生虫病药物 [注射剂],中国,备注：抗疟药使用原则和用药方案

氨麻苯美,解热镇痛及非甾体抗炎药物 [片剂],中国,备注：缓解感冒症状的复方OTC制剂

氨酚伪麻美芬,解热镇痛及非甾体抗炎药物 [胶囊],中国,备注：缓解感冒症状的复方OTC制剂

氨酚伪麻美芬（Ⅱ）,解热镇痛及非甾体抗炎药物 [片剂],中国,备注：缓解感冒症状的复方OTC制剂

氨咖黄敏,解热镇痛及非甾体抗炎药物 [口服液],中国,备注：缓解感冒症状的复方OTC制剂

氨酚伪麻那敏（Ⅲ）,解热镇痛及非甾体抗炎药物 [分散片],中国,备注：缓解感冒症状的复方OTC制剂

心脉隆注射液, [注射剂],中国,备注：谈判品种

注射用益气复脉, [注射剂],中国,备注：谈判品种

小儿清热感冒片,内科用药 [片剂],中国,备注：

治糜康栓,妇科用药 [栓剂],中国,备注：

利拉鲁肽注射液,消化道和代谢方面的药物 [注射剂],中国,备注：限二甲双胍等口服降糖药或胰岛素控制效果不佳的BMI≥25的患者，并需二级及以上医疗机构专科医师处方。医保支付标准：410元（3ml:18mg/支，预填充注射笔）：诺和诺德

盐酸厄洛替尼片,抗肿瘤药及免疫调节剂 [口服常释剂型],中国,备注：限EGFR基因敏感突变的晚期非小细胞肺癌。医保支付标准：195元（150mg/片）\n142.97元（100mg/片）：罗氏

西达本胺片,抗肿瘤药及免疫调节剂 [口服常释剂型],中国,备注：限既往至少接受过一次全身化疗的复发或难治的外周T细胞淋巴瘤（PTCL）患者。医保支付标准：385元（5mg/片）：微芯生物

依维莫司片,抗肿瘤药及免疫调节剂 [口服常释剂型],中国,备注：限以下情况方可支付：1.接受舒尼替尼或索拉非尼治疗失败的晚期肾细胞癌成人患者。2.不可切除的、局部晚期或转移性的、分化良好的（中度分化或高度分化）进展期胰腺神经内分泌瘤成人患者。3.不需立即手术治疗的结节性硬化症相关的肾血管平滑肌脂肪瘤（TSC-AML)成人患者。医保支付标准：148元（5mg/片）\n87.05元（2.5mg/片）：诺华

盐酸帕罗西汀肠溶缓释剂片,神经系统药物 [肠溶缓释片],中国,备注：医保支付标准：4.59元（12.5mg/片）\n7.8元（25mg/片）：GSK

康柏西普眼用注射液,眼科用药 [眼用注射液],中国,备注：限50岁以上湿性年龄相关性黄斑变性患者，并符合以下条件：1.需三级综合医院眼科或二级及以上眼科专科医院医师处方；2.病眼基线矫正视力0.05-0.5；3.事前审查后方可用，初次申请需有血管造影及OCT（全身情况不允许的患者可以提供OCT血管成像）证据；4.每眼累计最多支付9支，每个年度最多支付4支。医保支付标准：5550元（10mg/ml 0.2ml/支）：康弘药业

碳酸司维拉姆片,杂类 [口服常释剂型],中国,备注：限透析患者高磷血症。医保支付标准：8.1元（800mg/片）：赛诺菲

重组人血管内皮抑制素注射液,抗肿瘤药及免疫调节剂 [注射剂],中国,备注：限晚期非小细胞肺癌患者。医保支付标准：630元（15mg/2.4×10^5 U/3ml/支）：先声药业

青霉素V,抗微生物药物 [口服常释剂型;颗粒剂],中国,备注：

阿莫西林,抗微生物药物 [口服常释剂型],中国,备注：

磺苄西林,抗微生物药物 [注射剂],中国,备注：

阿莫西林克拉维酸,抗微生物药物 [口服常释剂型],中国,备注：

阿莫西林克拉维酸,抗微生物药物 [注射剂],中国,备注：限重度感染

氨苄西林舒巴坦,抗微生物药物 [注射剂],中国,备注：限重度感染

舒巴坦,抗微生物药物 [注射剂],中国,备注：限重度感染

替卡西林克拉维酸,抗微生物药物 [注射剂],中国,备注：限重度感染

头孢氨苄,抗微生物药物 [口服常释剂型;颗粒剂],中国,备注：

头孢唑林,抗微生物药物 [注射剂],中国,备注：

头孢拉定,抗微生物药物 [注射剂],中国,备注：

头孢硫脒,抗微生物药物 [注射剂],中国,备注：限二线用药

头孢丙烯,抗微生物药物 [口服常释剂型],中国,备注：

复方阿司匹林,解热镇痛及非甾体抗炎药物 [口服常释剂型],中国,备注：△

复方对乙酰氨基酚,解热镇痛及非甾体抗炎药物 [口服常释剂型],中国,备注：△

精氨酸布洛芬,解热镇痛及非甾体抗炎药物 [颗粒剂;口服散剂],中国,备注：

洛索洛芬,解热镇痛及非甾体抗炎药物 [口服常释剂型],中国,备注：

萘丁美酮,解热镇痛及非甾体抗炎药物 [口服常释剂型;缓释控释剂型],中国,备注：

帕瑞昔布,解热镇痛及非甾体抗炎药物 [注射剂],中国,备注：限术后镇痛和工伤保险

去痛片（索米痛）,解热镇痛及非甾体抗炎药物 [口服常释剂型],中国,备注：

氨基葡萄糖,解热镇痛及非甾体抗炎药物 [口服常释剂型],中国,备注：△

氨糖美辛,解热镇痛及非甾体抗炎药物 [口服常释剂型],中国,备注：

动物骨多肽注射制剂,解热镇痛及非甾体抗炎药物 [注射剂],中国,备注：◇；包括骨肽注射剂、鹿瓜多肽注射剂和骨瓜提取物注射剂；限重度骨质疏松患者确诊为骨\n折延迟愈合后3个月内使用和工伤保\n险

复方氯唑沙宗,解热镇痛及非甾体抗炎药物 [口服常释剂型],中国,备注：△

秋水仙碱,解热镇痛及非甾体抗炎药物 [口服常释剂型],中国,备注：

丙磺舒,解热镇痛及非甾体抗炎药物 [口服常释剂型],中国,备注：

芬太尼,镇痛药物 [贴剂],中国,备注：限癌症疼痛病人口服和注射镇痛失\n败者

吗啡,镇痛药物 [缓释控释剂型],中国,备注：

"氨酚待因[I号,II号]",镇痛药物 [口服常释剂型],中国,备注：

布桂嗪,镇痛药物 [口服常释剂型],中国,备注：

布桂嗪,镇痛药物 [注射剂],中国,备注：

洛芬待因(布洛芬可待因),镇痛药物 [口服常释剂型;缓释控释剂型],中国,备注：

异氟烷,麻醉用药物 [液体剂型],中国,备注：

头孢美唑,抗微生物药物 [注射剂],中国,备注：

头孢克肟,抗微生物药物 [口服常释剂型;颗粒剂],中国,备注：

头孢噻肟,抗微生物药物 [注射剂],中国,备注：

头孢曲松,抗微生物药物 [注射剂],中国,备注：

头孢哌酮舒巴坦,抗微生物药物 [注射剂],中国,备注：

头孢唑肟,抗微生物药物 [注射剂],中国,备注：

美罗培南,抗微生物药物 [注射剂],中国,备注：限其他抗生素治疗无效的重度感染

帕尼培南倍他米隆,抗微生物药物 [注射剂],中国,备注：限其他抗生素治疗无效的重度感染

四环素,抗微生物药物 [口服常释剂型],中国,备注：

米诺环素,抗微生物药物 [口服常释剂型;颗粒剂],中国,备注：

琥乙红霉素,抗微生物药物 [口服常释剂型;颗粒剂],中国,备注：

去甲万古霉素,抗微生物药物 [注射剂],中国,备注：限耐甲氧西林金葡球菌感染

林可霉素,抗微生物药物 [注射剂],中国,备注：

磷霉素,抗微生物药物 [注射剂],中国,备注：

氨曲南,抗微生物药物 [注射剂],中国,备注：

磷霉素,抗微生物药物 [口服常释剂型;口服散剂],中国,备注：

粘菌素（黏菌素）,抗微生物药物 [口服常释剂型],中国,备注：

磺胺嘧啶,抗微生物药物 [口服常释剂型],中国,备注：

甲氧苄啶,抗微生物药物 [口服常释剂型],中国,备注：

氧氟沙星,抗微生物药物 [注射剂],中国,备注：

左氧氟沙星,抗微生物药物 [注射剂],中国,备注：

氟罗沙星,抗微生物药物 [注射剂],中国,备注：限二线用药

吉米沙星,抗微生物药物 [口服常释剂型],中国,备注：限二线用药

洛美沙星,抗微生物药物 [口服常释剂型],中国,备注：

莫西沙星,抗微生物药物 [口服常释剂型],中国,备注：限二线用药

奥硝唑,抗微生物药物 [注射剂],中国,备注：

替硝唑,抗微生物药物 [注射剂],中国,备注：

对氨基水杨酸钠,抗微生物药物 [注射剂],中国,备注：

链霉素,抗微生物药物 [注射剂],中国,备注：

丙硫异烟胺,抗微生物药物 [口服常释剂型],中国,备注：

利福霉素,抗微生物药物 [注射剂],中国,备注：

利福平,抗微生物药物 [注射剂],中国,备注：

氨苯砜,抗微生物药物 [口服常释剂型],中国,备注：

醋氨苯砜,抗微生物药物 [注射剂],中国,备注：

咪康唑,抗微生物药物 [口服常释剂型],中国,备注：

咪康唑,抗微生物药物 [注射剂],中国,备注：

伊曲康唑,抗微生物药物 [口服常释剂型],中国,备注：

泛昔洛韦,抗微生物药物 [口服常释剂型],中国,备注：

泛昔洛韦,抗微生物药物 [注射剂],中国,备注：

更昔洛韦,抗微生物药物 [注射剂],中国,备注：

恩替卡韦,抗微生物药物 [口服常释剂型],中国,备注：限活动性肝炎

奥司他韦,抗微生物药物 [口服常释剂型],中国,备注：限流感重症患者

鱼腥草素,抗微生物药物 [口服常释剂型],中国,备注：

青蒿素,抗寄生虫病药物 [栓剂],中国,备注：

奎宁,抗寄生虫病药物 [口服常释剂型],中国,备注：

氯喹,抗寄生虫病药物 [口服常释剂型],中国,备注：

磺胺多辛,抗寄生虫病药物 [口服常释剂型],中国,备注：

奎宁,抗寄生虫病药物 [注射剂],中国,备注：

咯萘啶,抗寄生虫病药物 [口服常释剂型],中国,备注：

乙胺嘧啶,抗寄生虫病药物 [贴剂],中国,备注：

哌嗪,抗寄生虫病药物 [口服常释剂型],中国,备注：△

哌嗪,抗寄生虫病药物 [锭剂],中国,备注：△

双羟萘酸噻嘧啶,抗寄生虫病药物 [口服常释剂型],中国,备注：△

喷他脒,抗寄生虫病药物 [口服常释剂型],中国,备注：

甲硝唑,抗寄生虫病药物 [口服常释剂型],中国,备注：△

甲硝唑,抗寄生虫病药物 [注射剂],中国,备注：

阿司匹林,解热镇痛及非甾体抗炎药物 [口服常释剂型],中国,备注：△

布洛芬,解热镇痛及非甾体抗炎药物 [口服液体剂;缓释控释剂型;颗粒剂],中国,备注：△

布洛芬,解热镇痛及非甾体抗炎药物 [乳膏剂],中国,备注：△

醋氯芬酸,解热镇痛及非甾体抗炎药物 [口服常释剂型],中国,备注：

地氟烷,麻醉用药物 [液体剂型],中国,备注：

氧化亚氮,麻醉用药物 [气体剂型],中国,备注：

氯胺酮,麻醉用药物 [注射剂],中国,备注：

丁卡因,麻醉用药物 [口服液体剂;溶液剂],中国,备注：

布比卡因,麻醉用药物 [注射剂],中国,备注：

利多卡因,麻醉用药物 [外用液体剂;吸入剂;凝胶剂],中国,备注：

罗哌卡因,麻醉用药物 [注射剂],中国,备注：

阿曲库铵,麻醉用药物 [注射剂],中国,备注：

维库溴铵,麻醉用药物 [注射剂],中国,备注：

罗库溴铵,麻醉用药物 [注射剂],中国,备注：

麻黄碱,麻醉用药物 [注射剂],中国,备注：

维生素A,维生素及矿物质缺乏症用药物 [口服常释剂型],中国,备注：△

维生素B1,维生素及矿物质缺乏症用药物 [注射剂],中国,备注：

维生素B12,维生素及矿物质缺乏症用药物 [注射剂],中国,备注：

维生素B1,维生素及矿物质缺乏症用药物 [口服常释剂型],中国,备注：△

烟酰胺,维生素及矿物质缺乏症用药物 [注射剂],中国,备注：

维生素C,维生素及矿物质缺乏症用药物 [口服常释剂型],中国,备注：△

维生素D2,维生素及矿物质缺乏症用药物 [注射剂],中国,备注：

水溶性维生素,维生素及矿物质缺乏症用药物 [注射剂],中国,备注：限配合肠外营养用

脂溶性维生素（I，II）,维生素及矿物质缺乏症用药物 [注射剂],中国,备注：限配合肠外营养用

达那唑,激素及调节内分泌功能药物 [口服常释剂型],中国,备注：

普拉睾酮,激素及调节内分泌功能药物 [注射剂],中国,备注：

十一酸睾酮,激素及调节内分泌功能药物 [注射剂],中国,备注：

己烯雌酚,激素及调节内分泌功能药物 [注射剂],中国,备注：

苯甲酸雌二醇,激素及调节内分泌功能药物 [注射剂],中国,备注：

结合雌激素/甲羟孕酮,激素及调节内分泌功能药物 [口服常释剂型],中国,备注：△

地屈孕酮,激素及调节内分泌功能药物 [口服常释剂型],中国,备注：

黄体酮,激素及调节内分泌功能药物 [口服常释剂型],中国,备注：

己酸羟孕酮,激素及调节内分泌功能药物 [注射剂],中国,备注：

甲羟孕酮,激素及调节内分泌功能药物 [注射剂],中国,备注：

炔诺酮,激素及调节内分泌功能药物 [口服常释剂型;丸剂],中国,备注：△

动物源胰岛素,激素及调节内分泌功能药物 [注射剂],中国,备注：◇；包括短效胰岛素（如普通胰岛素）、中效胰岛素（如低精蛋白锌胰岛素）、长效胰岛素（如鱼精蛋白锌胰岛素）和预混胰岛素。

重组人胰岛素,激素及调节内分泌功能药物 [注射剂],中国,备注：◇；包括：短效胰岛素、中效胰岛素（如低精蛋白锌重组人胰岛素）和不同比例预混人胰岛素（如混合重组人胰岛素）

格列喹酮,激素及调节内分泌功能药物 [口服常释剂型],中国,备注：

格列美脲,激素及调节内分泌功能药物 [口服常释剂型],中国,备注：

吡格列酮,激素及调节内分泌功能药物 [口服常释剂型],中国,备注：限不适用胰岛素药物且使用其他口服降糖药物无效的患者

罗格列酮,激素及调节内分泌功能药物 [口服常释剂型],中国,备注：限不适用胰岛素药物且使用其他口服降糖药物无效的患者

碘塞罗宁,激素及调节内分泌功能药物 [口服常释剂型],中国,备注：

维生素D3,激素及调节内分泌功能药物 [口服常释剂型],中国,备注：

氯膦酸二钠,激素及调节内分泌功能药物 [注射剂],中国,备注：限癌症骨转移和工伤保险

葡萄糖酸钙,维生素及矿物质缺乏症用药物 [口服常释剂型],中国,备注：△

多种微量元素（I，II）,维生素及矿物质缺乏症用药物 [注射剂],中国,备注：限配合肠外营养用

硫酸锌,维生素及矿物质缺乏症用药物 [口服常释剂型],中国,备注：△

复方氨基酸(19AA-1),营养治疗药物 [注射剂],中国,备注：限儿童

复方氨基酸（15AA）,营养治疗药物 [注射剂],中国,备注：限重度创伤患者

脂肪乳（C14-24）（大豆油）,营养治疗药物 [注射剂],中国,备注：

中/长链脂肪乳（C8-24，Ve）,营养治疗药物 [注射剂],中国,备注：

氨基酸型肠内营养剂,营养治疗药物 [口服散剂],中国,备注：◇；限有营养风险和不能进食的重症患者

整蛋白型肠内营养剂,营养治疗药物 [口服散剂;口服液体剂],中国,备注：◇；限有营养风险和不能进食的重症患者

去氨加压素,激素及调节内分泌功能药物 [口服常释剂型],中国,备注：

垂体后叶,激素及调节内分泌功能药物 [吸入剂],中国,备注：

戈那瑞林,激素及调节内分泌功能药物 [注射剂],中国,备注：

去氨加压素,激素及调节内分泌功能药物 [注射剂],中国,备注：

地塞米松,激素及调节内分泌功能药物 [口服常释剂型],中国,备注：

地塞米松,激素及调节内分泌功能药物 [注射剂],中国,备注：

氢化可的松,激素及调节内分泌功能药物 [注射剂],中国,备注：

倍他米松,激素及调节内分泌功能药物 [注射剂],中国,备注：

甲泼尼龙,激素及调节内分泌功能药物 [注射剂],中国,备注：

泼尼松龙,激素及调节内分泌功能药物 [口服常释剂型],中国,备注：

曲安西龙,激素及调节内分泌功能药物 [口服常释剂型],中国,备注：

高血糖素,激素及调节内分泌功能药物 [注射剂],中国,备注：限严重低血糖症和儿童

溴隐亭,激素及调节内分泌功能药物 [口服常释剂型],中国,备注：

胰激肽原酶,激素及调节内分泌功能药物 [口服常释剂型],中国,备注：限糖尿病致微循环障碍性疾病

环孢素,调节免疫功能药物 [口服常释剂型;口服液体剂],中国,备注：限器官移植、再生障碍性贫血和工伤保险

硫唑嘌呤,调节免疫功能药物 [口服常释剂型],中国,备注：

麦考酚钠,调节免疫功能药物 [口服常释剂型],中国,备注：限器官移植和工伤保险

乌苯美司,调节免疫功能药物 [口服常释剂型],中国,备注：

重组人白介素－2,调节免疫功能药物 [注射剂],中国,备注：限肾细胞癌、黑色素瘤

重组人白介素-11[Ⅰ],调节免疫功能药物 [注射剂],中国,备注：限放化疗引起的血小板减少患者在三级医院治疗时使用

静脉注射用人免疫球蛋白(pH4),调节免疫功能药物 [注射剂],中国,备注：限儿童重度病毒感染和工伤保险

顺铂,抗肿瘤药物 [注射剂],中国,备注：

阿柔比星,抗肿瘤药物 [注射剂],中国,备注：

安吖啶,抗肿瘤药物 [注射剂],中国,备注：

奥沙利铂,抗肿瘤药物 [注射剂],中国,备注：

苯丁酸氮芥,抗肿瘤药物 [口服常释剂型],中国,备注：

吡柔比星,抗肿瘤药物 [注射剂],中国,备注：

福莫司汀,抗肿瘤药物 [注射剂],中国,备注：限二线用药

卡莫司汀,抗肿瘤药物 [注射剂],中国,备注：

美法仑,抗肿瘤药物 [口服常释剂型],中国,备注：

奈达铂,抗肿瘤药物 [注射剂],中国,备注：限二线用药

亚砷酸（三氧化二砷）,抗肿瘤药物 [注射剂],中国,备注：

氯苯那敏,抗变态反应药物 [注射剂],中国,备注：

异丙嗪,抗变态反应药物 [注射剂],中国,备注：

赛庚啶,抗变态反应药物 [口服常释剂型],中国,备注：△

茶苯海明,抗变态反应药物 [口服常释剂型],中国,备注：△

酮替芬,抗变态反应药物 [口服常释剂型],中国,备注：△

多巴丝肼,神经系统用药物 [口服常释剂型],中国,备注：

