Hos_Name,Hos_City,Hos_Grade,Hos_Speciality 
奉贤区奉城医院,上海市-奉贤区,二级乙等,
黄浦区董家渡地段医院,上海市-黄浦区,,
黄浦区外滩地段医院,上海市-黄浦区,,
上海市华仁医院上海肺科医院分部,上海市-黄浦区,,
上海市黄浦区牙病防治所,上海市-黄浦区,,
上海市华仁医院,上海市-黄浦区,,
上海市奉贤区中心医院（上海市奉贤县中心医院、上海市第六人民医院奉贤分院）,上海市-奉贤区,二级甲等,儿科、妇产科、骨科、胸外科、眼科
上海市奉贤区中医院,上海市-奉贤区,二级甲等,
奉贤区中医医院,上海市-奉贤区,二级甲等,
奉贤县传染病医院,上海市-奉贤区,二级乙等,
上海市燎原农场职工医院,上海市-奉贤区,二级乙等,
奉贤区牙病防治所,上海市-奉贤区,二级乙等,
上海市奉贤区妇幼保健所,上海市-奉贤区,二级乙等,
奉贤区精神卫生中心（上海市奉贤海湾医院）,上海市-奉贤区,二级乙等,
上海市奉贤区奉城人民医院,上海市-奉贤区,二级乙等,
上海市奉贤区塘外镇卫生院,上海市-奉贤区,一级甲等,
上海市奉贤区钱桥镇卫生院,上海市-奉贤区,一级甲等,老年科
泰日镇卫生院,上海市-奉贤区,一级甲等,
上海市奉贤区头桥镇卫生院,上海市-奉贤区,一级甲等,骨科、老年科
上海市奉贤区柘林镇卫生院,上海市-奉贤区,一级甲等,
上海市奉贤区邬桥社区卫生服务中心（上海市奉贤区邬桥镇卫生院）,上海市-奉贤区,一级甲等,
上海市奉贤区古华医院（上海市奉贤区传染病医院）,上海市-奉贤区,二级乙等,
上海市奉贤区海湾医院,上海市-奉贤区,二级乙等,
奉贤区古华医院,上海市-奉贤区,二级乙等,
上海市奉贤区庄行镇卫生服务中心（上海市奉贤区庄行镇卫生院）,上海市-奉贤区,一级甲等,
奉城镇卫生院,上海市-奉贤区,一级甲等,
邵厂镇卫生院,上海市-奉贤区,一级甲等,
上海市奉贤区海湾镇卫生院,上海市-奉贤区,一级甲等,
上海市奉贤区西渡镇卫生院,上海市-奉贤区,一级甲等,
平安镇卫生院,上海市-奉贤区,一级甲等,
上海市奉贤区金汇镇卫生院（上海市奉贤红十字老年护理院）,上海市-奉贤区,一级甲等,
上海市奉贤区光明镇卫生院（幸福人民公社医院、三官人民公社卫生院）,上海市-奉贤区,一级甲等,
上海市奉贤区胡桥镇卫生院,上海市-奉贤区,一级甲等,中医科、消化内科、中毒科、急救科
海湾镇燎原卫生院,上海市-奉贤区,一级甲等,
星火农场职工医院,上海市-奉贤区,一级甲等,
上海市奉贤区四团镇卫生院,上海市-奉贤区,一级甲等,
奉贤红十字护理医院,上海市-奉贤区,,
上海市奉贤红十字护理医院,上海市-奉贤区,,
奉贤区传染病医院奉贤区古华医院,上海市-奉贤区,,
上海市星火农场职工医院,上海市-奉贤区,,
上海市儿童医院,上海市-静安区,三级甲等,呼吸科、小儿胸心外科、肾脏内科、上海医学遗传研究所、上海市儿童急救中心、重症医学科
上海市奉贤区青村镇卫生院,上海市-奉贤区,一级甲等,
海湾镇五四卫生院,上海市-奉贤区,一级甲等,
上海市奉献区新寺镇卫生院（上海市奉贤区新寺红十字老年护理院）,上海市-奉贤区,一级甲等,老年科
上海市奉贤区齐贤卫生院（上海市奉贤区高压氧治疗中心、上海市奉贤区蛇咬伤专科医院）,上海市-奉贤区,一级甲等,中毒科、急救科、疼痛科
奉贤区奉贤区中心医院,上海市-奉贤区,,
燎原农场职工医院,上海市-奉贤区,,
奉贤区奉城人民医院,上海市-奉贤区,,
奉贤区海湾医院,上海市-奉贤区,,
奉贤区妇幼保健所,上海市-奉贤区,,
上海市第一妇婴保健院（第一妇婴保健院）,上海市-静安区,三级甲等,产科、妇科、宫颈病治疗中心、辅助生殖医学中心、计划生育科、新生儿科
复旦大学附属华东医院（上海华东医院）,上海市-静安区,三级甲等,老年科、普外科、微创外科、胆胰外科、疝和腹壁外科、骨质疏松科、消化内镜科、泌尿科、肿瘤科、临床营养科、医学影像科
上海邮电医院,上海市-静安区,二级甲等,消化内科、肾内科、高血压专科、内分泌科
上海市静安区中心医院,上海市-静安区,二级甲等,手及上肢外科、临床免疫专科、陆氏伤科、心血管内科、董氏中医儿科
上海市公惠医院,上海市-静安区,二级乙等,眼科、口腔科、五官科、内分泌科、乳腺科、骨科
上海公用事业职工医院上海公费医院,上海市-静安区,二级乙等,
静安区精神卫生中心,上海市-静安区,二级乙等,
上海市静安区精神卫生中心,上海市-静安区,二级乙等,精神病科
上海市静安区江宁路地段医院,上海市-静安区,一级甲等,
上海市静安区石门二路地段医院,上海市-静安区,一级乙等,
上海国宾体检中心,上海市-静安区,,
上海市眼病防治中心,上海市-静安区,三级甲等,眼科
静安区中心医院,上海市-静安区,二级甲等,
上海市静安区老年医院,上海市-静安区,二级甲等,白内障科、骨科、针伤科
上海市静安区妇幼保健所,上海市-静安区,二级乙等,
上海市静安区牙病防治所,上海市-静安区,二级乙等,
静安区老年医院,上海市-静安区,二级乙等,
上海市南京西路地段医院（静安区红十字老年护理医院）,上海市-静安区,一级甲等,老年科
上海市静安区曹家渡地段医院,上海市-静安区,一级乙等,
上海市静安区静安寺地段医院,上海市-静安区,一级乙等,
上海康新医院,上海市-静安区,,
上海康奥整形外科医院,上海市-静安区,,
上海富华医疗美容医院,上海市-静安区,,
立伟齿科,上海市-静安区,,
静安区江宁路地段医院,上海市-静安区,,
上海国宾医疗中心,上海市-静安区,,
静安区曹家渡地段医院,上海市-静安区,,
上海康奥整形医院,上海市-静安区,,
静安区上海市静安区中心医院,上海市-静安区,,
上海中医药大学附属曙光医院（上海曙光医院）,上海市-卢湾区,三级甲等,肝炎科、肝硬化专科、脾胃病科、骨伤科、肾病科、急诊内科、肛肠科、心血管内科、糖尿病诊疗部、针灸科、泌尿外科
上海市卢湾区精神卫生中心,上海市-卢湾区,二级甲等,
上海中佑肛肠医院,上海市-静安区,,肛门病科、消化内科、痔疮科、肛瘘科、便秘科、中医理疗科、结肠科、肛肠科
上海德琳医疗美容医院,上海市-静安区,,
上海市劳动卫生职业病防治研究所,上海市-静安区,,
静安区静安寺地段医院,上海市-静安区,,
上海华山医院美容中心（华山医院激光医学中心简介）,上海市-静安区,,
上海米瑞可医疗整形美容,上海市-静安区,,微整形手术中心、激光美容科、微整形中心、口腔美容科
静安区石门二路地段医院,上海市-静安区,,
公用事业职工医院上海公费医院,上海市-静安区,,
上海交通大学附属瑞金医院（上海瑞金医院、上海市瑞金红十字会医院）,上海市-卢湾区,三级甲等,内分泌科、血液科、消化内科、肾脏科、骨科、灼伤整形科、心血管内科、普外科
上海卢湾区妇幼保健院（卢湾区妇幼保健院）,上海市-卢湾区,二级甲等,
上海交通大学附属瑞金医院卢湾分院（上海市卢湾区中心医院）,上海市-卢湾区,二级甲等,
卢湾区牙病防治所,上海市-卢湾区,二级甲等,
卢湾区东南医院,上海市-卢湾区,二级乙等,
上海江南造船集团职工医院,上海市-卢湾区,二级乙等,
卢湾区顺昌医院（卢湾区顺昌路地段医院）,上海市-卢湾区,一级甲等,
瑞金二路地段医院,上海市-卢湾区,一级甲等,
上海市徐汇区徐家汇地段医院,上海市-卢湾区,一级甲等,
上海市卢湾区顺昌地段医院,上海市-卢湾区,一级乙等,
淮海中路地段医院,上海市-卢湾区,一级乙等,
上海瑞丽整形美容医院,上海市-卢湾区,,
上海市香山中医院,上海市-卢湾区,二级甲等,
上海市卢湾区香山中医医院,上海市-卢湾区,二级乙等,
上海瑞金医院徐家汇路执业点慢性病部,上海市-卢湾区,二级乙等,
卢湾区精神卫生中心,上海市-卢湾区,二级丙等,
卢湾区五里桥街道社区卫生服务中心,上海市-卢湾区,一级甲等,
打浦桥街道社区卫生服务中心,上海市-卢湾区,一级甲等,
上海市卢湾区淮海中路地段医院,上海市-卢湾区,一级乙等,
上海市卢湾区瑞金二路地段医院,上海市-卢湾区,一级乙等,
上海市打浦桥地段医院,上海市-卢湾区,一级乙等,
上海肛泰医院,上海市-卢湾区,,肛肠镜检查科、肛肠科
上海市中医文献馆中医门诊部,上海市-卢湾区,,
上海泰坤堂中医医院（上海名老中医会诊中心）,上海市-卢湾区,,中医妇科、中医内科、中医肿瘤科、骨伤科、老年病科
上海蔡仁祥博士整形美容,上海市-卢湾区,,
卢湾区妇幼保健院上海市中德医院,上海市-卢湾区,,
江南造船集团职工医院,上海市-卢湾区,,
上海市同济医院（同济大学附属同济医院）,上海市-普陀区,三级甲等,心血管内科、骨科、消化内科、妇产科、儿科、精神科、医学影像科
上海市普陀区人民医院（上海纺织第一医院）,上海市-普陀区,二级甲等,
普陀区中心医院,上海市-普陀区,二级甲等,
上海普陀区妇婴保健院,上海市-普陀区,二级甲等,
上海市普陀区利群医院,上海市-普陀区,二级甲等,
上海瑞视眼科,上海市-卢湾区,,
卢湾区淮海中路地段医院,上海市-卢湾区,,
卢湾区瑞金二路地段医院,上海市-卢湾区,,
卢湾区香山中医医院,上海市-卢湾区,,
上海健威整形美容机构（健威整形美容）,上海市-卢湾区,,
上海市普陀区中心医院,上海市-普陀区,三级乙等,儿科、骨科、泌尿外科
上海市普陀区妇幼保健院,上海市-普陀区,二级甲等,
利群医院,上海市-普陀区,二级甲等,耳鼻喉科
上海市普陀区中医院,上海市-普陀区,二级甲等,
普陀区妇婴保健院,上海市-普陀区,二级甲等,
上海普陀区中医医院,上海市-普陀区,二级甲等,
普陀区中医医院,上海市-普陀区,二级甲等,
普陀区精神卫生中心,上海市-普陀区,二级乙等,
普陀区利群医院,上海市-普陀区,二级乙等,
上海宏康医院,上海市-普陀区,,
上海市普陀区白玉街道医院,上海市-普陀区,,
上海市普陀区眼病牙病防治所,上海市-普陀区,,口腔科
上海市普陀区桃浦地段医院,上海市-普陀区,,
上海市普陀区曹杨红十字医院,上海市-普陀区,,
上海市普陀区长寿地段医院,上海市-普陀区,,
上海市纺织第一医院,上海市-普陀区,二级甲等,
上海市普陀区人民医院体检中心（纺一医院）,上海市-普陀区,二级甲等,
普陀区老年医院,上海市-普陀区,二级乙等,
上海市普陀区甘泉地段医院,上海市-普陀区,一级甲等,
上海城市医院,上海市-普陀区,,妇科、皮肤科
上海市普陀区东新地段医院,上海市-普陀区,,
上海普陀区民办退休职工普静护理医院,上海市-普陀区,,
普陀区甘泉地段医院,上海市-普陀区,,
普陀区精神病防治院,上海市-普陀区,,
上海普陀区精神病防治院,上海市-普陀区,,
上海复安口腔门诊部,上海市-普陀区,,
上海市普陀区石泉地段医院,上海市-普陀区,,老年科
崇明县传染病医院,上海市-崇明县,二级甲等,
上海交通大学医学院附属仁济医院崇明分院,上海市-崇明县,二级甲等,
崇明县堡镇人民医院,上海市-崇明县,二级甲等,
崇明县庙镇人民医院,上海市-崇明县,二级乙等,
崇明县妇幼保健院,上海市-崇明县,二级乙等,
竖新镇卫生院,上海市-崇明县,一级乙等,
新河镇卫生院,上海市-崇明县,一级乙等,
建设镇卫生院,上海市-崇明县,一级乙等,
上海国宾医疗激光整形中心,上海市-普陀区,,
上海市普陀区万里门诊部,上海市-普陀区,,
上海市崇明县中心医院,上海市-崇明县,二级甲等,
崇明县中心医院,上海市-崇明县,二级甲等,
崇明县精神卫生中心,上海市-崇明县,二级乙等,
崇明县康乐医院,上海市-崇明县,二级乙等,
上海市新海农场职工医院,上海市-崇明县,一级甲等,
红星农场职工医院,上海市-崇明县,一级乙等,
港西镇卫生院,上海市-崇明县,一级乙等,
三星镇卫生院,上海市-崇明县,一级乙等,
长江农场职工医院,上海市-崇明县,一级乙等,
东风农场职工医院,上海市-崇明县,一级乙等,
中兴镇卫生院,上海市-崇明县,一级乙等,
新村乡卫生院,上海市-崇明县,一级乙等,
陈家镇卫生院,上海市-崇明县,一级乙等,
长征农场职工医院,上海市-崇明县,一级乙等,
堡镇镇卫生院,上海市-崇明县,一级乙等,
庙镇镇卫生院合作分院,上海市-崇明县,一级乙等,
崇明县妇幼保健所,上海市-崇明县,,
复旦大学附属中山医院青浦分院,上海市-青浦区,二级甲等,血栓病专科、妇产科、心血管内科
前哨农场职工医院,上海市-崇明县,一级乙等,
跃进农场职工医院,上海市-崇明县,一级乙等,
向化镇卫生院,上海市-崇明县,一级乙等,
前进农场职工医院,上海市-崇明县,一级乙等,
绿华镇卫生院,上海市-崇明县,一级乙等,
新海农场职工医院,上海市-崇明县,一级乙等,
港沿镇卫生院,上海市-崇明县,一级乙等,
上海市长江农场职工医院,上海市-崇明县,,
上海市青浦区中心医院,上海市-青浦区,二级甲等,
上海市青浦区朱家角人民医院（青浦区老年医院）,上海市-青浦区,二级甲等,
青浦区中医医院,上海市-青浦区,二级甲等,
上海市青浦区精神卫生中心,上海市-青浦区,二级甲等,老年期痴呆诊疗专科、儿童多动症专科、眩晕症专科
青浦区妇幼保健所,上海市-青浦区,二级乙等,
西岑镇卫生院,上海市-青浦区,一级甲等,
金泽镇卫生院,上海市-青浦区,一级甲等,
盈浦街道社区卫生服务中心（盈浦街道社区卫生院）,上海市-青浦区,一级甲等,
赵巷镇卫生院,上海市-青浦区,一级甲等,
徐泾镇卫生院,上海市-青浦区,一级乙等,
上海青东农场医院,上海市-青浦区,一级乙等,
上海华仁肾病医院,上海市-青浦区,,
上海市青浦区中医院,上海市-青浦区,二级甲等,中西医妇科、中医伤骨科、中医科
青浦区朱家角人民医院,上海市-青浦区,二级乙等,
青浦区精神卫生中心,上海市-青浦区,二级丙等,
上海市青浦区精神病康复医院,上海市-青浦区,一级甲等,
青浦区宜川地段医院,上海市-青浦区,一级甲等,
白鹤镇卫生院,上海市-青浦区,一级甲等,
赵屯镇卫生院,上海市-青浦区,一级甲等,
华新镇卫生院,上海市-青浦区,一级乙等,
练塘镇卫生院,上海市-青浦区,一级乙等,
青浦区顺昌路地段医院,上海市-青浦区,,
青浦区青浦区中心医院,上海市-青浦区,,
上海市青浦区妇幼保健所,上海市-青浦区,,
青浦区宝林地段医院,上海市-青浦区,,
青浦区精神病康复医院,上海市-青浦区,,
青浦区中医院,上海市-青浦区,,
上海市嘉定区中心医院,上海市-嘉定区,二级甲等,
上海市嘉定区妇幼保健院,上海市-嘉定区,二级甲等,
上海市嘉定区南翔医院,上海市-嘉定区,二级甲等,
嘉定区南翔医院,上海市-嘉定区,二级乙等,
嘉定区牙病防治所（上海市嘉定区牙病防治所）,上海市-嘉定区,二级乙等,
青浦区安达医院,上海市-青浦区,,
上海市青浦区宜川地段医院,上海市-青浦区,,
上海市青浦区顺昌路地段医院,上海市-青浦区,,
青浦区金杨地段医院,上海市-青浦区,,
上海市嘉定区中医医院,上海市-嘉定区,二级甲等,儿科、中西医妇科、中西医结合消化科、西医外科、肛肠科、口腔科、推拿科、颅内肿瘤专科
上海市嘉定区中医院,上海市-嘉定区,二级甲等,
嘉定区中医医院,上海市-嘉定区,二级甲等,
嘉定区安亭医院,上海市-嘉定区,二级乙等,
嘉定区精神卫生中心,上海市-嘉定区,二级乙等,
上海市嘉定区精神卫生中心,上海市-嘉定区,二级乙等,
嘉定区妇幼保健院,上海市-嘉定区,二级乙等,
上海市安亭镇社区卫生服务中心（安亭镇社区卫生服务中心）,上海市-嘉定区,一级甲等,
嘉定区南翔镇社区卫生服务中心,上海市-嘉定区,一级乙等,
嘉定区嘉定镇街道医院（上海市嘉定镇街道社区卫生服务中心）,上海市-嘉定区,一级乙等,
嘉定区迎园医院,上海市-嘉定区,,
嘉定区肺科医院,上海市-嘉定区,,
上海市徐行镇卫生院曹王分院,上海市-嘉定区,,
上海市嘉定区江桥镇社区卫生服务中心（上海市嘉定区江桥镇卫生院）,上海市-嘉定区,,
上海市外冈镇社区卫生服务中心,上海市-嘉定区,,
上海海鹤医院,上海市-嘉定区,,
马陆镇卫生院（上海市嘉定区马陆镇卫生院）,上海市-嘉定区,一级甲等,
嘉定工业区社区卫生服务中心（娄塘镇卫生院）,上海市-嘉定区,一级甲等,中医政氏外科、妇科计划生育手术
嘉定区菊院新区社区卫生服务中心,上海市-嘉定区,一级乙等,
嘉定区民办大宅综合门诊部,上海市-嘉定区,一级乙等,
嘉定区真新地段医院,上海市-嘉定区,,
上海市嘉定区肺科医院,上海市-嘉定区,,
上海市嘉定区迎园医院（迎园医院）,上海市-嘉定区,,心理咨询科、失眠科、儿童学习困难
上海市嘉定区真新地段医院,上海市-嘉定区,,
嘉定区中医院,上海市-嘉定区,,
上海市公共卫生临床中心（复旦大学附属公共卫生临床中心）,上海市-金山区,三级甲等,重症肝炎科ICU、感染科、妇产科、中医科、麻醉科、血液净化科、五官科
复旦大学附属金山医院,上海市-金山区,三级乙等,神经外科、烧伤整形科、职防科
上海市金山区亭林医院（上海市金山区亭林镇社区卫生服务中心）,上海市-金山区,二级甲等,
上海市金山区疾病防治控制中心上海市金山区东林医院,上海市-金山区,二级甲等,
上海市金山区枫泾镇兴塔社区卫生服务中心,上海市-金山区,二级甲等,
上海市金山区精神卫生中心,上海市-金山区,二级甲等,重性精神病诊断
金山区东林医院,上海市-金山区,二级乙等,
金山区亭林医院,上海市-金山区,二级乙等,
金山区精神卫生中心,上海市-金山区,二级乙等,
上海市金山区干巷镇卫生院（干巷镇卫生院）,上海市-金山区,一级甲等,
金山区金山区中心医院,上海市-金山区,,
上海市第六人民医院金山分院（金山区中医医院）,上海市-金山区,二级甲等,妇科、神经内科、骨科、眼科
上海市金山区中心医院,上海市-金山区,二级甲等,肝胆外科
金山区中心医院枫泾分院（金山区枫泾医院）,上海市-金山区,二级甲等,中医科、中西医结合科
上海市金山区疾病防治控制中心（上海市金山区东林医院）,上海市-金山区,二级甲等,口腔科、眼科
上海市金山区朱泾镇新农社区卫生服务中心（新农镇卫生院）,上海市-金山区,二级甲等,
上海市金山卫镇卫生院,上海市-金山区,二级乙等,
上海市金山区众仁老年护理医院,上海市-金山区,二级乙等,
上海市金山区朱泾地段医院,上海市-金山区,一级甲等,
上海市金山区山阳镇卫生院,上海市-金山区,一级甲等,
上海市金山石化地段医院,上海市-金山区,,
金山石化地段医院,上海市-金山区,,
上海市金山区妇幼保健所,上海市-金山区,,儿科、妇产科
金山区朱泾地区地段医院,上海市-金山区,,
上海市金山区漕泾镇卫生院,上海市-金山区,,
上海市松江区中心医院（上海交通大学附属第一人民医院松江分院）,上海市-松江区,二级甲等,妇科、神经内科、肝胆外科、脑外科、心胸外科
上海市松江区乐都医院,上海市-松江区,二级甲等,
上海市第一人民医院分院（上海市第四人民医院）,上海市-松江区,二级甲等,骨科、耳鼻咽喉科、中痔科
上海市松江区精神卫生中心,上海市-松江区,二级甲等,精神病科、心理咨询科
上海市松江区方松地段医院,上海市-松江区,一级甲等,骨科
上海市松江区新浜镇卫生院,上海市-松江区,一级甲等,
上海金山区廊下镇卫生院,上海市-金山区,,
上海市金山工业区社区卫生服务中心,上海市-金山区,,
金山区疾病防治控制中心金山区东林医院,上海市-金山区,,
上海市金山区张堰镇卫生院,上海市-金山区,,
上海市松江区方塔中医医院（上海中医药大学附属曙光医院松江分院）,上海市-松江区,二级甲等,骆氏中医妇科、肿瘤科、心血管科、中医儿科、肾病科
上海市松江区妇幼保健院（松江区妇幼保健院）,上海市-松江区,二级甲等,
上海市松江区方塔中医院,上海市-松江区,二级甲等,
上海市松江区泗泾医院（泗泾医院、松江区泗泾医院、上海泗泾医院）,上海市-松江区,二级乙等,内科
上海市松江区洞泾镇卫生服务中心（上海市洞泾镇卫生院）,上海市-松江区,一级甲等,
上海市松江区中山地段医院（中山地段医院）,上海市-松江区,一级甲等,
上海市松江区新桥镇社区卫生服务中心（上海市松江区新桥镇卫生院）,上海市-松江区,一级甲等,
上海市松江区叶榭镇卫生院,上海市-松江区,一级甲等,
上海市青浦区金杨地段医院,上海市-松江区,,
上海市青浦区宝林地段医院,上海市-松江区,,
松江区松江区中心医院,上海市-松江区,,
上海市金山区永丰地段医院（永丰地段医院）,上海市-松江区,,
松江区精神卫生中心,上海市-松江区,,
中国人民解放军七三一七六部队医院,上海市-松江区,,
重庆市第十三人民医院(原名：重庆铁路医院),重庆市-九龙坡区,二级甲等,
西南车辆制造厂职工医院重庆渝西医院,重庆市-九龙坡区,二级甲等,
上海市松江区佘山镇卫生院（佘山镇卫生院）,上海市-松江区,一级甲等,
上海市松江区车墩镇卫生院（车墩镇卫生院）,上海市-松江区,一级甲等,
松江区方塔中医院,上海市-松江区,,
上海市松江区九亭镇卫生院,上海市-松江区,,
松江区传染病医院,上海市-松江区,,
上海市松江区浦南卫生院,上海市-松江区,,
松江区结核病防治院,上海市-松江区,,
上海市松江区小昆山镇卫生院,上海市-松江区,,
重庆市九龙坡区第二人民医院,重庆市-九龙坡区,二级甲等,
重庆市西郊医院,重庆市-九龙坡区,二级甲等,
重庆西郊医院,重庆市-九龙坡区,二级甲等,
西南铝业（集团）有限公司职工医院,重庆市-九龙坡区,二级甲等,
重庆中梁山医院,重庆市-九龙坡区,二级甲等,
重庆新华医院,重庆市-九龙坡区,二级乙等,
重庆市九龙坡区第一人民医院,重庆市-九龙坡区,二级乙等,
九龙坡区精神病医院,重庆市-九龙坡区,二级乙等,
重庆渝西职工医院,重庆市-九龙坡区,二级乙等,
九龙坡区第二人民医院,重庆市-九龙坡区,一级甲等,
重庆协和医院,重庆市-九龙坡区,,
重庆华西妇科医院,重庆市-九龙坡区,,内科、外科、妇科、中医科、医学影像科、医学检验科
重庆建设机床厂职工医院,重庆市-九龙坡区,二级甲等,
重庆市九龙坡区第三人民医院（重庆市九龙坡区第一中医院）,重庆市-九龙坡区,二级甲等,
重庆长城医院,重庆市-九龙坡区,二级甲等,妇科、肝病科、风湿科、男科、不孕不育科、皮肤科、骨病科、耳鼻喉科、毛发移植科
九龙坡区第一人民医院,重庆市-九龙坡区,二级乙等,
重庆市九龙坡区第二中医院,重庆市-九龙坡区,二级乙等,
中国第十八冶金建设公司职工医院,重庆市-九龙坡区,二级乙等,
九龙坡区第五人民医院,重庆市-九龙坡区,一级甲等,
九龙坡区中西医结合医院,重庆市-九龙坡区,一级甲等,
重庆同济医院,重庆市-九龙坡区,,
重庆西京医院,重庆市-九龙坡区,,
重庆妮丝整形美容中心,重庆市-九龙坡区,,
重庆市中医学校医院,重庆市-九龙坡区,,
中梁山煤矿职工医院,重庆市-九龙坡区,,
重庆市九龙坡区白市驿市民医院,重庆市-九龙坡区,,
重庆市沙坪坎区第六人民医院,重庆市-九龙坡区,,
重庆市九龙坡区精神病医院,重庆市-九龙坡区,,
重庆铭仁医院,重庆市-九龙坡区,,
重庆市九龙坡区中医骨科医院,重庆市-九龙坡区,,
十八冶金建设公司职工医院,重庆市-九龙坡区,,
重庆康华社区医院,重庆市-九龙坡区,,
重庆大学附属医院,重庆市-九龙坡区,,
重庆市长城医院,重庆市-九龙坡区,,
九龙坡区白市驿市民医院,重庆市-九龙坡区,,
重庆市九龙坡区第五人民医院,重庆市-九龙坡区,,
重庆市九龙坡区妇幼保健院,重庆市-九龙坡区,,
重庆市一林医院,重庆市-九龙坡区,,
九龙坡区九龙坡区第一人民医院,重庆市-九龙坡区,,
重庆市泰恒眼科医院,重庆市-九龙坡区,,
重庆城建职工医院,重庆市-九龙坡区,,
重庆玛丽医院,重庆市-九龙坡区,,
九龙坡区妇幼保健院,重庆市-九龙坡区,,
九龙坡区第二中医院,重庆市-九龙坡区,,
重庆市华岩医院,重庆市-九龙坡区,,
重庆市新华医院,重庆市-九龙坡区,,
重庆三峡中心医院平湖分院,重庆市-万州区,三级甲等,
重庆三峡中心医院儿童分院,重庆市-万州区,三级甲等,
重庆市万州区人民医院（重庆市万州区第三人民医院）,重庆市-万州区,二级甲等,
重庆市万州区中医医院,重庆市-万州区,二级甲等,
重庆市万州区第三中医院,重庆市-万州区,二级乙等,
重庆市万州区天城移民开发区妇幼保健院,重庆市-万州区,一级乙等,
重庆市发电厂职工医院,重庆市-九龙坡区,,
重庆市九龙坡区第四人民医院,重庆市-九龙坡区,,
重庆五洲女子医院,重庆市-九龙坡区,,
重庆三峡中心医院,重庆市-万州区,三级甲等,神经内科、消化科、心血管内科、放射治疗科、肿瘤科、泌尿外科、胸心外科、康复科、普外科、内分泌科
重庆三峡中心医院百安分院,重庆市-万州区,三级甲等,
重庆三峡中心医院御安分院（万州区传染病医院）,重庆市-万州区,三级甲等,肝病科、感染科
万州卫校附属医院,重庆市-万州区,二级甲等,
重庆市万州区第二人民医院,重庆市-万州区,二级甲等,
重庆市万州区中西医结合医院,重庆市-万州区,二级乙等,
重庆市万州区妇幼保健院,重庆市-万州区,,
重庆市万州区第二中医院,重庆市-万州区,,
万州区第二中医院,重庆市-万州区,,
重庆市万州港口医院,重庆市-万州区,,
重庆市渝东骨科医院,重庆市-万州区,,
重庆市三峡中心平湖分院重庆市三峡精神卫生中心,重庆市-万州区,,
重庆市万州区中山医院,重庆市-万州区,,
重庆市万州区侨康医院,重庆市-万州区,,
重庆市万州区五桥人民医院,重庆市-万州区,,
重庆市万州区民康医院,重庆市-万州区,,
万州区中医院,重庆市-万州区,,
重庆市康复医院,重庆市-万州区,,
万州区侨康医院,重庆市-万州区,,
重庆市万州区天城妇幼保健院,重庆市-万州区,,
重庆市万州区五桥人民医院分院,重庆市-万州区,,
万州区活力风湿病医院,重庆市-万州区,,
重庆市万州长江医院,重庆市-万州区,,
万州区第二人民医院万州区精神卫生中心,重庆市-万州区,,
重庆市万州区中医院,重庆市-万州区,,
重庆三峡中心儿童分院,重庆市-万州区,,
重庆三峡中心百安分院,重庆市-万州区,,
重庆市万州区中医校附属医院,重庆市-万州区,,
万州区天城妇幼保健院,重庆市-万州区,,
重庆市协立风湿医院,重庆市-万州区,,
重庆市三峡肿瘤医院,重庆市-万州区,,
重庆市五桥中医院,重庆市-万州区,,
西南医院（中央医院）,重庆市-沙坪坝区,三级甲等,烧伤科、肝胆科、感染科、泌尿外科、消化内科、肿瘤科、普通外科、骨科、神经外科、心胸外科、关节外科、皮肤性病科
重庆市肿瘤医院,重庆市-沙坪坝区,三级甲等,肿瘤生物治疗中心、放射治疗科、肿瘤内科、妇瘤科
重庆市沙坪坝区中医院,重庆市-沙坪坝区,二级甲等,
重庆市嘉陵医院中国嘉陵集团职工医院,重庆市-沙坪坝区,二级甲等,
重庆市嘉陵医院,重庆市-沙坪坝区,二级甲等,
重庆城口县中医院,重庆市-万州区,,
万州区第三人民医院,重庆市-万州区,,
重庆市万州区三峡外科医院,重庆市-万州区,,
重庆市川东骨科医院,重庆市-万州区,,
重庆市万州区第二妇幼保健院,重庆市-万州区,,
新桥医院（中国人民解放军第三军医大学第二附属医院）,重庆市-沙坪坝区,三级甲等,呼吸内科、心血管内科、肾内科、普通外科、肝胆外科、骨科、神经外科、泌尿外科、胸外科
重庆市第十一人民医院（重庆市精神卫生中心附属医院）,重庆市-沙坪坝区,三级丙等,
重庆市沙坪坝区人民医院,重庆市-沙坪坝区,二级甲等,
重庆市建设集团建设医院,重庆市-沙坪坝区,二级甲等,
重庆市传染病医院,重庆市-沙坪坝区,二级甲等,
嘉陵工业有限公司职工医院,重庆市-沙坪坝区,二级甲等,
重庆钢铁集团特殊钢有限公司职工医院,重庆市-沙坪坝区,二级乙等,
重庆市沙坪坝区井口医院,重庆市-沙坪坝区,一级甲等,
重庆沙区井口社区卫生服务中心,重庆市-沙坪坝区,一级甲等,
重庆市胸科医院,重庆市-沙坪坝区,,
重庆市沙坪坝区第四人民医院,重庆市-沙坪坝区,,
重庆爱德华医院,重庆市-沙坪坝区,,
重庆市沙坪坝区白龙治癌医院,重庆市-沙坪坝区,,
重庆市爱德华医院,重庆市-沙坪坝区,,
重庆市沙坪坝区石桥医院,重庆市-沙坪坝区,,
重庆市东华医院（重庆特殊钢厂职工医院）,重庆市-沙坪坝区,二级乙等,
重庆华诚一棉职工医院,重庆市-沙坪坝区,一级甲等,
